timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-04T00:08:15,codecarbon,3762bea0-a821-4b49-a966-a1abf648a617,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,182.19743999600178,0.0008979689802976164,4.928548833163199e-06,42.5,0.0,5.572976589202881,0.0021506669697030196,0,0.00028196741517512306,0.002432634384878143,United States,USA,virginia,,,Linux-6.8.0-49-generic-x86_64-with-glibc2.39,3.10.15,2.8.1,8,AMD Ryzen 5 7520U with Radeon Graphics,,,-77.3909,39.0503,14.861270904541016,machine,N,1.0
